1527645684,48.4897,-123.31,750
1527645734,48.4895,-123.309,1000
1527645784,48.4891,-123.306,1250
1527645834,48.489,-123.303,1500
1527645884,48.4891,-123.301,1750
1527645934,48.489,-123.298,2000
1527645984,48.4891,-123.294,2250
1527646034,48.4891,-123.291,2500
1527646084,48.4889,-123.287,2750
1527646134,48.4891,-123.284,3000
1527646184,48.4889,-123.28,3250
1527646234,48.4886,-123.276,3500
1527646284,48.4884,-123.271,3750
1527646334,48.4882,-123.266,4000
1527646384,48.4883,-123.26,4250
1527646434,48.4889,-123.254,4500
1527646484,48.4897,-123.248,4750
1527646534,48.4906,-123.241,5000
1527646584,48.492,-123.234,5250
1527646634,48.494,-123.226,5500
1527646684,48.4966,-123.218,5750
1527646734,48.4998,-123.209,6000
1527646784,48.5034,-123.2,6250
1527646834,48.5075,-123.19,6500
1527646884,48.512,-123.179,6750
1527646934,48.5168,-123.168,7000
1527646984,48.5222,-123.158,7250
1527647034,48.5282,-123.146,7500
1527647084,48.5344,-123.134,7750
1527647134,48.5409,-123.122,8000
1527647184,48.5479,-123.109,8250
1527647234,48.5551,-123.095,8500
1527647284,48.5624,-123.082,8750
1527647334,48.5698,-123.068,9000
1527647384,48.5767,-123.054,9250
1527647434,48.584,-123.04,9500
1527647484,48.5908,-123.027,9750
1527647534,48.5972,-123.013,10000
1527647584,48.6036,-123,10250
1527647634,48.6094,-122.987,10500
1527647684,48.6156,-122.974,10750
1527647734,48.6216,-122.962,11000
1527647784,48.6278,-122.95,11250
1527647834,48.6335,-122.938,11500
1527647884,48.6391,-122.926,11750
1527647934,48.6447,-122.915,12000
1527647984,48.6501,-122.903,12250
1527648034,48.6557,-122.892,12500
1527648084,48.6615,-122.881,12750
1527648134,48.667,-122.871,13000
1527648184,48.6728,-122.861,13250
1527648234,48.6786,-122.851,13500
1527648284,48.6842,-122.842,13750
1527648334,48.6892,-122.833,14000
1527648384,48.6945,-122.824,14250
1527648434,48.6997,-122.815,14500
1527648484,48.7042,-122.806,14750
1527648534,48.709,-122.798,15000
1527648584,48.7138,-122.791,15250
1527648634,48.7181,-122.784,15500
1527648684,48.7222,-122.777,15750
1527648734,48.7259,-122.77,16000
1527648784,48.7294,-122.765,16250
1527648834,48.7325,-122.759,16500
1527648884,48.7359,-122.754,16750
1527648934,48.7392,-122.749,17000
1527648984,48.7419,-122.744,17250
1527649034,48.7444,-122.739,17500
1527649084,48.7466,-122.734,17750
1527649134,48.7487,-122.73,18000
1527649184,48.7507,-122.726,18250
1527649234,48.7528,-122.722,18500
1527649284,48.7547,-122.718,18750
1527649334,48.7559,-122.716,19000
1527649384,48.7573,-122.713,19250
1527649434,48.7583,-122.711,19500
1527649484,48.7595,-122.709,19750
1527649534,48.7605,-122.708,20000
1527649584,48.7616,-122.707,20250
1527649634,48.7623,-122.706,20500
1527649684,48.7629,-122.706,20750
1527649734,48.7639,-122.706,21000
1527649784,48.7649,-122.707,21250
1527649834,48.7657,-122.707,21500
1527649884,48.7665,-122.708,21750
1527649934,48.7673,-122.71,22000
1527649984,48.7679,-122.711,22250
1527650034,48.7687,-122.712,22500
1527650084,48.7695,-122.714,22750
1527650134,48.7701,-122.716,23000
1527650184,48.7709,-122.717,23250
1527650234,48.7719,-122.719,23500
1527650284,48.7728,-122.721,23750
1527650334,48.7734,-122.724,24000
1527650384,48.7742,-122.726,24250
1527650434,48.7749,-122.73,24500
1527650484,48.7755,-122.732,24750
1527650534,48.7763,-122.736,25000
1527650584,48.777,-122.739,25250
1527650634,48.7778,-122.743,25500
1527650684,48.7786,-122.747,25750
1527650734,48.7792,-122.751,26000
1527650784,48.78,-122.755,26250
1527650834,48.7806,-122.759,26500
1527650884,48.7813,-122.764,26750
1527650934,48.782,-122.768,27000
1527650984,48.7825,-122.772,27250
1527651034,48.7832,-122.777,27500
1527651084,48.7838,-122.781,27750
1527651134,48.7844,-122.786,28000
1527651184,48.785,-122.791,28250
1527651234,48.7855,-122.795,28500
1527651284,48.7861,-122.8,28750
1527651334,48.7866,-122.805,29000
1527651384,48.7872,-122.809,29250
1527651434,48.7877,-122.814,29500
1527651484,48.7882,-122.819,29750
1527651534,48.7886,-122.823,30000
1527651584,48.7891,-122.828,28066.9
1527651634,48.7896,-122.833,26398.8
1527651684,48.7903,-122.837,24936.2
1527651734,48.7909,-122.839,23639.3
1527651784,48.7915,-122.841,22462.4
1527651834,48.7921,-122.842,21385.1
1527651884,48.7928,-122.842,20392
1527651934,48.7938,-122.841,19470.8
1527651984,48.7948,-122.838,18611.8
1527652034,48.7967,-122.834,17807
1527652084,48.7993,-122.829,17050.2
1527652134,48.8022,-122.823,16335.8
1527652184,48.8059,-122.817,15659.4
1527652234,48.8106,-122.81,15017.1
1527652284,48.815,-122.803,14405.7
1527652334,48.8201,-122.794,13822.3
1527652384,48.8257,-122.784,13264.4
1527652434,48.831,-122.774,12730
1527652484,48.8364,-122.763,12217.1
1527652534,48.8418,-122.751,11724
1527652584,48.8475,-122.739,11249.4
1527652634,48.8537,-122.727,10791.4
1527652684,48.8597,-122.715,10346.6
1527652734,48.8662,-122.702,9913.87
1527652784,48.873,-122.688,9492.4
1527652834,48.8806,-122.674,9081.49
1527652884,48.8879,-122.661,8680.53
1527652934,48.8945,-122.648,8288.91
1527652984,48.9014,-122.634,7906.14
1527653034,48.9078,-122.623,7531.73
1527653084,48.9129,-122.611,7165.24
1527653134,48.918,-122.601,6806.27
1527653184,48.9221,-122.591,6454.45
1527653234,48.9256,-122.581,6109.45
1527653284,48.9286,-122.572,5770.94
1527653334,48.9308,-122.564,5438.63
1527653384,48.9324,-122.556,5112.24
1527653434,48.9334,-122.549,4791.52
1527653484,48.9339,-122.542,4476.25
1527653534,48.9339,-122.536,4166.18
1527653584,48.9339,-122.531,3861.12
1527653634,48.9335,-122.526,3560.86
1527653684,48.9333,-122.521,3265.24
1527653734,48.933,-122.517,2974.07
1527653784,48.933,-122.514,2687.19
1527653834,48.9333,-122.51,2404.45
1527653884,48.9337,-122.507,2125.71
1527653934,48.9341,-122.505,1850.82
1527653984,48.9344,-122.502,1579.66
1527654034,48.9346,-122.499,1312.11
1527654084,48.9349,-122.497,1048.05
1527654134,48.9352,-122.495,787.371
1527654184,48.9354,-122.494,529.965
1527654234,48.9355,-122.493,275.734
1527654284,48.9354,-122.492,24.584
1527654289,48.9354,-122.492,-0.365139
